"";"cod_mun";"PIB_PC";"PIB_total";"atvidade_economica"
"1941";2909505;6593,19;36763,613;"Administração, defesa, educação e saúde públicas e seguridade social"
"1942";2909604;6802,06;148523,089;"Administração, defesa, educação e saúde públicas e seguridade social"
"1943";2909703;7603,61;109514,794;"Administração, defesa, educação e saúde públicas e seguridade social"
"1944";2909802;14392,44;934530,23;"Demais serviços"
"1945";2909901;7638,53;271351,112;"Administração, defesa, educação e saúde públicas e seguridade social"
"1946";2910008;6999,88;82010,555;"Administração, defesa, educação e saúde públicas e seguridade social"
"1947";2910057;37896,15;3056589,419;"Indústrias de transformação"
"1948";2910107;8075,7;101786,155;"Administração, defesa, educação e saúde públicas e seguridade social"
"1949";2910206;7426,72;31281,332;"Administração, defesa, educação e saúde públicas e seguridade social"
"1950";2910305;6473,98;54776,36;"Administração, defesa, educação e saúde públicas e seguridade social"
"1951";2910404;9336,34;180900,884;"Administração, defesa, educação e saúde públicas e seguridade social"
"1952";2910503;11245,18;486050,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"1953";2910602;14814,47;560653,466;"Demais serviços"
"1954";2910701;8590,14;531935,538;"Administração, defesa, educação e saúde públicas e seguridade social"
"1955";2910727;22798,63;2628453,793;"Demais serviços"
"1956";2910750;9754,03;179893,666;"Administração, defesa, educação e saúde públicas e seguridade social"
"1957";2910776;7722,45;45732,369;"Administração, defesa, educação e saúde públicas e seguridade social"
"1958";2910800;21765,41;13657295,097;"Demais serviços"
"1959";2910859;6998,02;120197,919;"Administração, defesa, educação e saúde públicas e seguridade social"
"1960";2910909;7385,22;42996,728;"Administração, defesa, educação e saúde públicas e seguridade social"
"1961";2911006;6791,76;76366,494;"Administração, defesa, educação e saúde públicas e seguridade social"
"1962";2911105;67321,52;1744435,233;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1963";2911204;9682,64;321792,951;"Demais serviços"
"1964";2911253;8101,03;38277,346;"Administração, defesa, educação e saúde públicas e seguridade social"
"1965";2911303;12385,07;144149,818;"Indústrias de transformação"
"1966";2911402;11996,28;190021,038;"Produção florestal, pesca e aquicultura"
"1967";2911501;7490,03;58781,759;"Administração, defesa, educação e saúde públicas e seguridade social"
"1968";2911600;8989,94;193238,815;"Administração, defesa, educação e saúde públicas e seguridade social"
"1969";2911659;6375,15;51517,586;"Administração, defesa, educação e saúde públicas e seguridade social"
"1970";2911709;14558,12;1263761,417;"Demais serviços"
"1971";2911808;9517,58;210852,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"1972";2911857;6663,32;91407,382;"Administração, defesa, educação e saúde públicas e seguridade social"
"1973";2911907;7747,7;200541,571;"Administração, defesa, educação e saúde públicas e seguridade social"
"1974";2912004;8060,11;82076,138;"Administração, defesa, educação e saúde públicas e seguridade social"
"1975";2912103;7852,02;184750,225;"Administração, defesa, educação e saúde públicas e seguridade social"
"1976";2912202;12923,45;255703,467;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1977";2912301;8760,99;147149,616;"Administração, defesa, educação e saúde públicas e seguridade social"
"1978";2912400;6609,47;123451,703;"Administração, defesa, educação e saúde públicas e seguridade social"
"1979";2912509;6533,55;100701,595;"Administração, defesa, educação e saúde públicas e seguridade social"
"1980";2912608;6420,17;27054,6;"Administração, defesa, educação e saúde públicas e seguridade social"
"1981";2912707;6925,48;168240,598;"Administração, defesa, educação e saúde públicas e seguridade social"
"1982";2912806;28091,82;248668,765;"Indústrias de transformação"
"1983";2912905;8944,87;154039,63;"Administração, defesa, educação e saúde públicas e seguridade social"
"1984";2913002;5763,34;97141,149;"Administração, defesa, educação e saúde públicas e seguridade social"
"1985";2913101;6529,85;117197,727;"Administração, defesa, educação e saúde públicas e seguridade social"
"1986";2913200;12292,99;342507,326;"Demais serviços"
"1987";2913309;6334,54;40775,453;"Administração, defesa, educação e saúde públicas e seguridade social"
"1988";2913408;11112,41;180943,395;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1989";2913457;11017,38;156303,625;"Administração, defesa, educação e saúde públicas e seguridade social"
"1990";2913507;6591,53;184160,772;"Administração, defesa, educação e saúde públicas e seguridade social"
"1991";2913606;21789,59;3842397,264;"Demais serviços"
"1992";2913705;11212,53;453580,611;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1993";2913804;5011,02;77665,728;"Administração, defesa, educação e saúde públicas e seguridade social"
"1994";2913903;8990,99;428906,131;"Demais serviços"
"1995";2914000;10343,82;647843,915;"Administração, defesa, educação e saúde públicas e seguridade social"
"1996";2914109;7649,51;77696,063;"Administração, defesa, educação e saúde públicas e seguridade social"
"1997";2914208;7826,17;58860,626;"Administração, defesa, educação e saúde públicas e seguridade social"
"1998";2914307;7763,96;76871,003;"Administração, defesa, educação e saúde públicas e seguridade social"
"1999";2914406;14716,44;375798,988;"Indústrias de transformação"
"2000";2914505;8116,96;242526,649;"Administração, defesa, educação e saúde públicas e seguridade social"
"2001";2914604;14511,79;1080881,345;"Demais serviços"
"2002";2914653;10730,62;337177,518;"Administração, defesa, educação e saúde públicas e seguridade social"
"2003";2914703;12990,37;867834,882;"Demais serviços"
"2004";2914802;18023,73;3984074,249;"Demais serviços"
"2005";2914901;9333,22;264895,317;"Demais serviços"
"2006";2915007;5458,36;90532,377;"Administração, defesa, educação e saúde públicas e seguridade social"
"2007";2915106;7452,22;98361,792;"Administração, defesa, educação e saúde públicas e seguridade social"
"2008";2915205;8367,4;130338,96;"Administração, defesa, educação e saúde públicas e seguridade social"
"2009";2915304;14808,26;107967,009;"Administração, defesa, educação e saúde públicas e seguridade social"
"2010";2915353;6603,64;97192,339;"Administração, defesa, educação e saúde públicas e seguridade social"
"2011";2915403;9171,52;66200,009;"Administração, defesa, educação e saúde públicas e seguridade social"
"2012";2915502;11426,42;247290,629;"Administração, defesa, educação e saúde públicas e seguridade social"
"2013";2915601;12961,47;873032,925;"Demais serviços"
"2014";2915700;7669,1;65003,321;"Administração, defesa, educação e saúde públicas e seguridade social"
"2015";2915809;8935,19;222495,051;"Administração, defesa, educação e saúde públicas e seguridade social"
"2016";2915908;8010,09;53907,889;"Administração, defesa, educação e saúde públicas e seguridade social"
"2017";2916005;10850,26;222441,222;"Administração, defesa, educação e saúde públicas e seguridade social"
"2018";2916104;9824,79;224653,682;"Demais serviços"
"2019";2916203;8577,58;84317,631;"Administração, defesa, educação e saúde públicas e seguridade social"
"2020";2916302;34847,12;377394,363;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"2021";2916401;13955,55;1082015,365;"Demais serviços"
"2022";2916500;8731,42;316173,61;"Administração, defesa, educação e saúde públicas e seguridade social"
"2023";2916609;6819,6;73644,841;"Administração, defesa, educação e saúde públicas e seguridade social"
"2024";2916708;7275,31;62509,503;"Administração, defesa, educação e saúde públicas e seguridade social"
"2025";2916807;12392,98;251750,933;"Administração, defesa, educação e saúde públicas e seguridade social"
"2026";2916856;20926,71;313000,794;"Comércio e reparação de veículos automotores e motocicletas"
"2027";2916906;6731,76;89222,781;"Administração, defesa, educação e saúde públicas e seguridade social"
"2028";2917003;6920,46;259980,992;"Administração, defesa, educação e saúde públicas e seguridade social"
"2029";2917102;10465,34;222294,347;"Administração, defesa, educação e saúde públicas e seguridade social"
"2030";2917201;8245,22;161416,72;"Administração, defesa, educação e saúde públicas e seguridade social"
"2031";2917300;9924,52;292058,827;"Administração, defesa, educação e saúde públicas e seguridade social"
"2032";2917334;7813,69;89068,28;"Administração, defesa, educação e saúde públicas e seguridade social"
"2033";2917359;45886,43;415547,53;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2034";2917409;6123,86;94668,743;"Administração, defesa, educação e saúde públicas e seguridade social"
"2035";2917508;15180,12;1269589,577;"Demais serviços"
"2036";2917607;9181,86;514486,952;"Administração, defesa, educação e saúde públicas e seguridade social"
"2037";2917706;16331,41;563417,4;"Indústrias extrativas"
"2038";2917805;8299,28;157985,044;"Administração, defesa, educação e saúde públicas e seguridade social"
"2039";2917904;13106,16;145740,457;"Administração, defesa, educação e saúde públicas e seguridade social"
"2040";2918001;15765,9;2557370,367;"Demais serviços"
"2041";2918100;8037,31;334392,453;"Administração, defesa, educação e saúde públicas e seguridade social"
"2042";2918209;6922,85;104576,647;"Administração, defesa, educação e saúde públicas e seguridade social"
"2043";2918308;9887,18;125488,076;"Administração, defesa, educação e saúde públicas e seguridade social"
"2044";2918357;8141,93;208807,932;"Administração, defesa, educação e saúde públicas e seguridade social"
"2045";2918407;16687,7;3700881,797;"Demais serviços"
"2046";2918456;9576,4;95036,216;"Administração, defesa, educação e saúde públicas e seguridade social"
"2047";2918506;6123,2;98007,988;"Administração, defesa, educação e saúde públicas e seguridade social"
"2048";2918555;8401,6;52720,057;"Administração, defesa, educação e saúde públicas e seguridade social"
"2049";2918605;7968,8;56307,551;"Administração, defesa, educação e saúde públicas e seguridade social"
"2050";2918704;9532,25;37890,681;"Administração, defesa, educação e saúde públicas e seguridade social"
"2051";2918753;5471,15;87697;"Administração, defesa, educação e saúde públicas e seguridade social"
"2052";2918803;8890,65;216096,118;"Administração, defesa, educação e saúde públicas e seguridade social"
"2053";2918902;13429,57;54631,49;"Pecuária, inclusive apoio à pecuária"
"2054";2919009;15107,42;60686,499;"Comércio e reparação de veículos automotores e motocicletas"
"2055";2919058;7345,53;65272,34;"Administração, defesa, educação e saúde públicas e seguridade social"
"2056";2919108;5411,9;48744,949;"Administração, defesa, educação e saúde públicas e seguridade social"
"2057";2919157;6787,59;191708,806;"Administração, defesa, educação e saúde públicas e seguridade social"
"2058";2919207;31809,81;6286762,794;"Demais serviços"
"2059";2919306;9577,77;111446,878;"Demais serviços"
"2060";2919405;8035,87;104217,184;"Administração, defesa, educação e saúde públicas e seguridade social"
"2061";2919504;8937,69;417738,565;"Demais serviços"
"2062";2919553;57502,42;4804729,451;"Demais serviços"
"2063";2919603;6108,18;72559,116;"Administração, defesa, educação e saúde públicas e seguridade social"
"2064";2919702;8082,36;154453,977;"Administração, defesa, educação e saúde públicas e seguridade social"
"2065";2919801;6445,92;328658,293;"Administração, defesa, educação e saúde públicas e seguridade social"
"2066";2919900;5099,37;42151,382;"Administração, defesa, educação e saúde públicas e seguridade social"
"2067";2919926;21144,39;444180,291;"Demais serviços"
"2068";2919959;9941,15;44297,766;"Administração, defesa, educação e saúde públicas e seguridade social"
"2069";2920007;9075,19;93238,484;"Administração, defesa, educação e saúde públicas e seguridade social"
"2070";2920106;6855,53;135019,604;"Administração, defesa, educação e saúde públicas e seguridade social"
"2071";2920205;7542,27;132185,834;"Administração, defesa, educação e saúde públicas e seguridade social"
"2072";2920304;6845,01;60619,383;"Administração, defesa, educação e saúde públicas e seguridade social"
"2073";2920403;7700,79;109743,981;"Administração, defesa, educação e saúde públicas e seguridade social"
"2074";2920452;5125,4;71545,442;"Administração, defesa, educação e saúde públicas e seguridade social"
"2075";2920502;19659,12;452513,698;"Indústrias extrativas"
"2076";2920601;7211,1;333585,619;"Administração, defesa, educação e saúde públicas e seguridade social"
"2077";2920700;10002,94;213192,671;"Demais serviços"
"2078";2920809;7061,38;77187,989;"Administração, defesa, educação e saúde públicas e seguridade social"
"2079";2920908;10171,68;149808,555;"Administração, defesa, educação e saúde públicas e seguridade social"
"2080";2921005;22407,1;1053089,073;"Demais serviços"
"2081";2921054;5777,7;72151,924;"Administração, defesa, educação e saúde públicas e seguridade social"
"2082";2921104;13878,32;327334,167;"Demais serviços"
"2083";2921203;7852,92;216112,227;"Administração, defesa, educação e saúde públicas e seguridade social"
"2084";2921302;7731,98;89575,015;"Administração, defesa, educação e saúde públicas e seguridade social"
"2085";2921401;5743,03;107561,281;"Administração, defesa, educação e saúde públicas e seguridade social"
"2086";2921450;5932,93;56825,581;"Administração, defesa, educação e saúde públicas e seguridade social"
"2087";2921500;6276,89;326103,194;"Administração, defesa, educação e saúde públicas e seguridade social"
"2088";2921609;6923,08;61961,55;"Administração, defesa, educação e saúde públicas e seguridade social"
"2089";2921708;10435,07;384594,86;"Administração, defesa, educação e saúde públicas e seguridade social"
"2090";2921807;6834,7;85631,947;"Administração, defesa, educação e saúde públicas e seguridade social"
"2091";2921906;39143,83;389755,086;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2092";2922003;46974,21;1976299,127;"Indústrias de transformação"
"2093";2922052;7660,77;91837,258;"Administração, defesa, educação e saúde públicas e seguridade social"
"2094";2922102;5764,78;157747,358;"Administração, defesa, educação e saúde públicas e seguridade social"
"2095";2922201;6221,4;47767,939;"Administração, defesa, educação e saúde públicas e seguridade social"
"2096";2922250;11192,48;130325,248;"Administração, defesa, educação e saúde públicas e seguridade social"
"2097";2922300;8445,23;258685,82;"Administração, defesa, educação e saúde públicas e seguridade social"
"2098";2922409;8742,7;201064,639;"Administração, defesa, educação e saúde públicas e seguridade social"
"2099";2922508;8787,54;259636,657;"Demais serviços"
"2100";2922607;8516,37;122363,143;"Administração, defesa, educação e saúde públicas e seguridade social"
"2101";2922656;11847,99;161097,177;"Indústrias extrativas"
"2102";2922706;7120,56;122053,593;"Administração, defesa, educação e saúde públicas e seguridade social"
"2103";2922730;8973,1;72852,625;"Administração, defesa, educação e saúde públicas e seguridade social"
"2104";2922755;8937,84;62439,721;"Administração, defesa, educação e saúde públicas e seguridade social"
"2105";2922805;5779,83;48712,437;"Administração, defesa, educação e saúde públicas e seguridade social"
"2106";2922854;5605,27;53250,1;"Administração, defesa, educação e saúde públicas e seguridade social"
"2107";2922904;8000,09;203682,186;"Administração, defesa, educação e saúde públicas e seguridade social"
"2108";2923001;10903,17;480306,261;"Demais serviços"
"2109";2923035;6051,66;75730,447;"Administração, defesa, educação e saúde públicas e seguridade social"
"2110";2923050;3285,04;52682,211;"Administração, defesa, educação e saúde públicas e seguridade social"
"2111";2923100;6701,2;195855,982;"Administração, defesa, educação e saúde públicas e seguridade social"
"2112";2923209;7337,66;167335,371;"Administração, defesa, educação e saúde públicas e seguridade social"
"2113";2923308;5763,1;51383,838;"Administração, defesa, educação e saúde públicas e seguridade social"
"2114";2923357;8083,04;145696,732;"Administração, defesa, educação e saúde públicas e seguridade social"
"2115";2923407;7155,98;161388,837;"Administração, defesa, educação e saúde públicas e seguridade social"
"2116";2923506;8083,2;74769,58;"Administração, defesa, educação e saúde públicas e seguridade social"
"2117";2923605;9026,81;201171,46;"Administração, defesa, educação e saúde públicas e seguridade social"
"2118";2923704;6404,91;211150,585;"Administração, defesa, educação e saúde públicas e seguridade social"
"2119";2923803;10988,1;330467,086;"Demais serviços"
"2120";2923902;9119,37;97330,996;"Administração, defesa, educação e saúde públicas e seguridade social"
"2121";2924009;23924,05;2887775,981;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"2122";2924058;6678,4;95006,977;"Administração, defesa, educação e saúde públicas e seguridade social"
"2123";2924108;5319,96;40043,373;"Administração, defesa, educação e saúde públicas e seguridade social"
"2124";2924207;5512,12;100370,178;"Administração, defesa, educação e saúde públicas e seguridade social"
"2125";2924306;6366,32;116293,485;"Administração, defesa, educação e saúde públicas e seguridade social"
"2126";2924405;6182,23;220953,051;"Administração, defesa, educação e saúde públicas e seguridade social"
"2127";2924504;10961,05;185121,166;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"2128";2924603;6228,47;131862,951;"Administração, defesa, educação e saúde públicas e seguridade social"
"2129";2924652;7129,6;78511,16;"Administração, defesa, educação e saúde públicas e seguridade social"
"2130";2924678;7353,11;76553,267;"Administração, defesa, educação e saúde públicas e seguridade social"
"2131";2924702;5823,33;69000,604;"Administração, defesa, educação e saúde públicas e seguridade social"
"2132";2924801;5837,49;147168,991;"Administração, defesa, educação e saúde públicas e seguridade social"
"2133";2924900;6389,36;61222,871;"Administração, defesa, educação e saúde públicas e seguridade social"
"2134";2925006;8364,91;225141,683;"Administração, defesa, educação e saúde públicas e seguridade social"
"2135";2925105;9103,18;444790,635;"Demais serviços"
"2136";2925204;21834,06;867205,01;"Demais serviços"
"2137";2925253;7097,62;112355,292;"Administração, defesa, educação e saúde públicas e seguridade social"
"2138";2925303;18888,98;2820578,219;"Demais serviços"
"2139";2925402;9736,04;82152,713;"Administração, defesa, educação e saúde públicas e seguridade social"
"2140";2925501;14853,81;435602,746;"Demais serviços"
"2141";2925600;6429,46;101161,105;"Administração, defesa, educação e saúde públicas e seguridade social"
"2142";2925709;5901,87;78695,5;"Administração, defesa, educação e saúde públicas e seguridade social"
"2143";2925758;8407,72;236105,693;"Administração, defesa, educação e saúde públicas e seguridade social"
"2144";2925808;7760,54;206057,981;"Administração, defesa, educação e saúde públicas e seguridade social"
"2145";2925907;6497,08;186024,527;"Administração, defesa, educação e saúde públicas e seguridade social"
"2146";2925931;6414,47;60366,617;"Administração, defesa, educação e saúde públicas e seguridade social"
"2147";2925956;10377,52;244515,011;"Administração, defesa, educação e saúde públicas e seguridade social"
"2148";2926004;7761,84;331213,164;"Administração, defesa, educação e saúde públicas e seguridade social"
"2149";2926103;8405,45;123812,225;"Administração, defesa, educação e saúde públicas e seguridade social"
"2150";2926202;28481,74;663994,762;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2151";2926301;8777,84;305328,33;"Demais serviços"
"2152";2926400;6770,61;246714,083;"Administração, defesa, educação e saúde públicas e seguridade social"
"2153";2926509;8845,66;136603,563;"Administração, defesa, educação e saúde públicas e seguridade social"
"2154";2926608;9781,37;537633,263;"Demais serviços"
"2155";2926657;10519,25;78231,67;"Administração, defesa, educação e saúde públicas e seguridade social"
"2156";2926707;8605,95;118004,813;"Administração, defesa, educação e saúde públicas e seguridade social"
"2157";2926806;6297,26;99521,827;"Administração, defesa, educação e saúde públicas e seguridade social"
"2158";2926905;6675,35;80971,975;"Administração, defesa, educação e saúde públicas e seguridade social"
"2159";2927002;20202,05;843778,862;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2160";2927101;9099,46;85580,411;"Administração, defesa, educação e saúde públicas e seguridade social"
"2161";2927200;9475,47;303300,239;"Administração, defesa, educação e saúde públicas e seguridade social"
"2162";2927309;9920,61;156467,922;"Produção florestal, pesca e aquicultura"
"2163";2927408;21231,48;62717483,401;"Demais serviços"
"2164";2927507;7770,41;166403,333;"Administração, defesa, educação e saúde públicas e seguridade social"
"2165";2927606;6682,96;100083,94;"Administração, defesa, educação e saúde públicas e seguridade social"
"2166";2927705;13818,49;394545,446;"Demais serviços"
"2167";2927804;8021,12;53725,466;"Administração, defesa, educação e saúde públicas e seguridade social"
"2168";2927903;6222,89;69453,644;"Administração, defesa, educação e saúde públicas e seguridade social"
"2169";2928000;9002,45;345892,109;"Administração, defesa, educação e saúde públicas e seguridade social"
"2170";2928059;6552,26;87787,195;"Administração, defesa, educação e saúde públicas e seguridade social"
"2171";2928109;10360,61;432752,509;"Administração, defesa, educação e saúde públicas e seguridade social"
"2172";2928208;8485,24;233276,189;"Administração, defesa, educação e saúde públicas e seguridade social"
"2173";2928307;5445,53;50441,968;"Administração, defesa, educação e saúde públicas e seguridade social"
"2174";2928406;7432,29;216621,46;"Administração, defesa, educação e saúde públicas e seguridade social"
"2175";2928505;6525,99;69710,656;"Administração, defesa, educação e saúde públicas e seguridade social"
"2176";2928604;12646,76;783605,907;"Demais serviços"
"2177";2928703;20268,73;2094611,493;"Demais serviços"
"2178";2928802;13478,82;726481,45;"Demais serviços"
"2179";2928901;69979,13;2355567,609;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2180";2928950;7369,76;69305,265;"Administração, defesa, educação e saúde públicas e seguridade social"
"2181";2929008;8766,54;134215,654;"Administração, defesa, educação e saúde públicas e seguridade social"
"2182";2929057;10657,65;168657,352;"Administração, defesa, educação e saúde públicas e seguridade social"
"2183";2929107;8204,14;180195,783;"Administração, defesa, educação e saúde públicas e seguridade social"
"2184";2929206;253895,58;10211680,18;"Indústrias de transformação"
"2185";2929255;5590,49;109646,213;"Administração, defesa, educação e saúde públicas e seguridade social"
"2186";2929305;22184,72;843418,739;"Comércio e reparação de veículos automotores e motocicletas"
"2187";2929354;8119,11;49080,019;"Administração, defesa, educação e saúde públicas e seguridade social"
"2188";2929370;7433,8;80166,109;"Administração, defesa, educação e saúde públicas e seguridade social"
"2189";2929404;8972,96;108501,014;"Administração, defesa, educação e saúde públicas e seguridade social"
"2190";2929503;11965,3;548333,603;"Administração, defesa, educação e saúde públicas e seguridade social"
"2191";2929602;8743,5;158379,75;"Administração, defesa, educação e saúde públicas e seguridade social"
"2192";2929701;7216,7;147429,918;"Administração, defesa, educação e saúde públicas e seguridade social"
"2193";2929750;10249,45;126888,237;"Administração, defesa, educação e saúde públicas e seguridade social"
"2194";2929800;5951,69;79663,332;"Administração, defesa, educação e saúde públicas e seguridade social"
"2195";2929909;10332;470808,533;"Demais serviços"
"2196";2930006;6454,1;75487,191;"Administração, defesa, educação e saúde públicas e seguridade social"
"2197";2930105;10017,35;813589,254;"Demais serviços"
"2198";2930154;9088,06;299824,076;"Administração, defesa, educação e saúde públicas e seguridade social"
"2199";2930204;11171,67;467992,386;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"2200";2930303;7663,52;140395,77;"Administração, defesa, educação e saúde públicas e seguridade social"
"2201";2930402;6663,89;106862,208;"Administração, defesa, educação e saúde públicas e seguridade social"
"2202";2930501;10243,92;851147,079;"Demais serviços"
"2203";2930600;6436,09;89024,04;"Administração, defesa, educação e saúde públicas e seguridade social"
"2204";2930709;39118,47;5322068,096;"Demais serviços"
"2205";2930758;6704,29;90085,597;"Administração, defesa, educação e saúde públicas e seguridade social"
"2206";2930766;6966,46;78602,621;"Administração, defesa, educação e saúde públicas e seguridade social"
"2207";2930774;20710,1;491098,668;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"2208";2930808;5897,1;103217,016;"Administração, defesa, educação e saúde públicas e seguridade social"
"2209";2930907;10386,03;135610,369;"Administração, defesa, educação e saúde públicas e seguridade social"
"2210";2931004;8713,82;185735,074;"Administração, defesa, educação e saúde públicas e seguridade social"
"2211";2931053;8659,52;154866,891;"Administração, defesa, educação e saúde públicas e seguridade social"
"2212";2931103;6366,9;52412,29;"Administração, defesa, educação e saúde públicas e seguridade social"
"2213";2931202;7422,67;159305,424;"Administração, defesa, educação e saúde públicas e seguridade social"
"2214";2931301;6071,31;108342,605;"Administração, defesa, educação e saúde públicas e seguridade social"
"2215";2931350;14298,26;2311886,164;"Demais serviços"
"2216";2931400;15785,15;125270,944;"Demais serviços"
"2217";2931509;6420,03;150087,443;"Administração, defesa, educação e saúde públicas e seguridade social"
"2218";2931608;9669,12;148488,734;"Administração, defesa, educação e saúde públicas e seguridade social"
"2219";2931707;9008,24;121935,482;"Administração, defesa, educação e saúde públicas e seguridade social"
"2220";2931806;6325,2;111956,008;"Administração, defesa, educação e saúde públicas e seguridade social"
"2221";2931905;8449,29;443925,918;"Administração, defesa, educação e saúde públicas e seguridade social"
"2222";2932002;6983,13;179976,203;"Administração, defesa, educação e saúde públicas e seguridade social"
"2223";2932101;8328,45;173231,701;"Administração, defesa, educação e saúde públicas e seguridade social"
"2224";2932200;9825,73;201319,299;"Administração, defesa, educação e saúde públicas e seguridade social"
"2225";2932309;6588,22;181353,92;"Administração, defesa, educação e saúde públicas e seguridade social"
"2226";2932408;6207,38;89845,62;"Administração, defesa, educação e saúde públicas e seguridade social"
"2227";2932457;6043,99;117990,86;"Administração, defesa, educação e saúde públicas e seguridade social"
"2228";2932507;11911,44;254082,869;"Demais serviços"
"2229";2932606;9612,78;166839,453;"Administração, defesa, educação e saúde públicas e seguridade social"
"2230";2932705;9761,87;211939,953;"Administração, defesa, educação e saúde públicas e seguridade social"
"2231";2932804;7894,24;156148,079;"Administração, defesa, educação e saúde públicas e seguridade social"
"2232";2932903;14534,73;1435289,671;"Demais serviços"
"2233";2933000;7779,79;223614,599;"Administração, defesa, educação e saúde públicas e seguridade social"
"2234";2933059;6120,4;89737,308;"Administração, defesa, educação e saúde públicas e seguridade social"
"2235";2933109;8001,42;75605,453;"Administração, defesa, educação e saúde públicas e seguridade social"
"2236";2933158;8876,35;119422,426;"Administração, defesa, educação e saúde públicas e seguridade social"
"2237";2933174;11168,9;104708,437;"Administração, defesa, educação e saúde públicas e seguridade social"
"2238";2933208;11752,15;512863,654;"Demais serviços"
"2239";2933257;10829,05;71688,301;"Administração, defesa, educação e saúde públicas e seguridade social"
"2240";2933307;18589,99;6482662,68;"Demais serviços"
"2241";2933406;7066,49;68919,48;"Administração, defesa, educação e saúde públicas e seguridade social"
"2242";2933455;9452,11;122263,08;"Administração, defesa, educação e saúde públicas e seguridade social"
"2243";2933505;10776,29;241011,661;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2244";2933604;7636,14;369321,741;"Administração, defesa, educação e saúde públicas e seguridade social"
"2245";3100104;21953,45;154969,408;"Demais serviços"
"2246";3100203;18044,21;426041,738;"Demais serviços"
"2247";3100302;13453,99;184763,595;"Demais serviços"
"2248";3100401;9535,73;38762,744;"Administração, defesa, educação e saúde públicas e seguridade social"
"2249";3100500;9702,71;96998,015;"Administração, defesa, educação e saúde públicas e seguridade social"
"2250";3100609;8929,52;128317,164;"Administração, defesa, educação e saúde públicas e seguridade social"
"2251";3100708;64364,49;132462,125;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"2252";3100807;13473,49;59822,29;"Administração, defesa, educação e saúde públicas e seguridade social"
"2253";3100906;11695,98;227089,199;"Demais serviços"
"2254";3101003;16270,76;220891,905;"Administração, defesa, educação e saúde públicas e seguridade social"
"2255";3101102;16877,78;433944,569;"Demais serviços"
"2256";3101201;14454,94;89750,701;"Demais serviços"
"2257";3101300;12889,85;35472,874;"Administração, defesa, educação e saúde públicas e seguridade social"
"2258";3101409;27796,71;84668,789;"Comércio e reparação de veículos automotores e motocicletas"
"2259";3101508;25711,91;922183,385;"Demais serviços"
"2260";3101607;33422,98;2664045,632;"Demais serviços"
"2261";3101631;12423,03;84166,041;"Administração, defesa, educação e saúde públicas e seguridade social"
"2262";3101706;11873,07;496223,065;"Demais serviços"
"2263";3101805;10483,45;78783,145;"Administração, defesa, educação e saúde públicas e seguridade social"
"2264";3101904;17764,06;352545,487;"Demais serviços"
"2265";3102001;15038,66;218827,593;"Demais serviços"
"2266";3102050;12405,81;71842,069;"Administração, defesa, educação e saúde públicas e seguridade social"
"2267";3102100;13862,48;162094,002;"Produção florestal, pesca e aquicultura"
"2268";3102209;9279,67;38965,335;"Administração, defesa, educação e saúde públicas e seguridade social"
"2269";3102308;18013,82;280997,618;"Demais serviços"
"2270";3102407;11580,31;42534,492;"Administração, defesa, educação e saúde públicas e seguridade social"
"2271";3102506;9350,42;46041,464;"Administração, defesa, educação e saúde públicas e seguridade social"
"2272";3102605;21438,65;872681,663;"Demais serviços"
"2273";3102704;9263,24;87806,271;"Administração, defesa, educação e saúde públicas e seguridade social"
"2274";3102803;17494,93;218809,148;"Demais serviços"
"2275";3102852;9097,14;77698,674;"Administração, defesa, educação e saúde públicas e seguridade social"
"2276";3102902;12141,99;140944,249;"Administração, defesa, educação e saúde públicas e seguridade social"
"2277";3103009;19653,2;189397,914;"Administração, defesa, educação e saúde públicas e seguridade social"
"2278";3103108;13454,82;22388,815;"Administração, defesa, educação e saúde públicas e seguridade social"
"2279";3103207;24503,21;58023,608;"Administração, defesa, educação e saúde públicas e seguridade social"
"2280";3103306;10602,62;22382,141;"Administração, defesa, educação e saúde públicas e seguridade social"
"2281";3103405;10510,82;392694,896;"Demais serviços"
"2282";3103504;34840,91;4091891,212;"Demais serviços"
"2283";3103603;16587,84;47656,875;"Administração, defesa, educação e saúde públicas e seguridade social"
"2284";3103702;10471,12;89465,226;"Administração, defesa, educação e saúde públicas e seguridade social"
