"";"cod_mun";"PIB_PC";"PIB_total";"atvidade_economica"
"771";2205300;9894,35;43376,816;"Administração, defesa, educação e saúde públicas e seguridade social"
"772";2205359;8764,72;25952,326;"Administração, defesa, educação e saúde públicas e seguridade social"
"773";2205409;6412,45;90563,092;"Administração, defesa, educação e saúde públicas e seguridade social"
"774";2205458;6448,87;34501,46;"Administração, defesa, educação e saúde públicas e seguridade social"
"775";2205508;8292,47;319674,649;"Administração, defesa, educação e saúde públicas e seguridade social"
"776";2205516;7738;41715,577;"Administração, defesa, educação e saúde públicas e seguridade social"
"777";2205524;7309,32;40449,79;"Administração, defesa, educação e saúde públicas e seguridade social"
"778";2205532;7532,04;35272,556;"Administração, defesa, educação e saúde públicas e seguridade social"
"779";2205540;7228,69;20211,425;"Administração, defesa, educação e saúde públicas e seguridade social"
"780";2205557;6995,78;58729,585;"Administração, defesa, educação e saúde públicas e seguridade social"
"781";2205565;8142,49;37308,88;"Administração, defesa, educação e saúde públicas e seguridade social"
"782";2205573;5999,13;39870,244;"Administração, defesa, educação e saúde públicas e seguridade social"
"783";2205581;10947,55;43746,421;"Administração, defesa, educação e saúde públicas e seguridade social"
"784";2205599;8990,88;45736,598;"Administração, defesa, educação e saúde públicas e seguridade social"
"785";2205607;11844,77;61794,172;"Administração, defesa, educação e saúde públicas e seguridade social"
"786";2205706;9630,06;286898,879;"Administração, defesa, educação e saúde públicas e seguridade social"
"787";2205805;7644,15;191730,566;"Administração, defesa, educação e saúde públicas e seguridade social"
"788";2205854;5954,09;48644,953;"Administração, defesa, educação e saúde públicas e seguridade social"
"789";2205904;8053,51;42409,787;"Administração, defesa, educação e saúde públicas e seguridade social"
"790";2205953;7432,5;62001,924;"Administração, defesa, educação e saúde públicas e seguridade social"
"791";2206001;8872,92;39732,948;"Administração, defesa, educação e saúde públicas e seguridade social"
"792";2206050;6145,42;38949,663;"Administração, defesa, educação e saúde públicas e seguridade social"
"793";2206100;6700,6;72091,777;"Administração, defesa, educação e saúde públicas e seguridade social"
"794";2206209;6868,16;228084,596;"Administração, defesa, educação e saúde públicas e seguridade social"
"795";2206308;11990,69;14724,57;"Administração, defesa, educação e saúde públicas e seguridade social"
"796";2206357;6633,41;43190,113;"Administração, defesa, educação e saúde públicas e seguridade social"
"797";2206407;8745,55;91032,444;"Administração, defesa, educação e saúde públicas e seguridade social"
"798";2206506;7136,71;54388,875;"Administração, defesa, educação e saúde públicas e seguridade social"
"799";2206605;14847,26;155124,163;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"800";2206654;7532,1;30625,511;"Administração, defesa, educação e saúde públicas e seguridade social"
"801";2206670;6657,93;44501,576;"Administração, defesa, educação e saúde públicas e seguridade social"
"802";2206696;7195,48;64737,767;"Administração, defesa, educação e saúde públicas e seguridade social"
"803";2206704;6714,34;48551,423;"Administração, defesa, educação e saúde públicas e seguridade social"
"804";2206720;9361,34;78869,273;"Administração, defesa, educação e saúde públicas e seguridade social"
"805";2206753;6973,01;33372,835;"Administração, defesa, educação e saúde públicas e seguridade social"
"806";2206803;6998,83;59818,982;"Administração, defesa, educação e saúde públicas e seguridade social"
"807";2206902;6497,1;42010,23;"Administração, defesa, educação e saúde públicas e seguridade social"
"808";2206951;7521,55;22113,363;"Administração, defesa, educação e saúde públicas e seguridade social"
"809";2207009;11009,05;401081,863;"Administração, defesa, educação e saúde públicas e seguridade social"
"810";2207108;8296,87;20053,539;"Administração, defesa, educação e saúde públicas e seguridade social"
"811";2207207;8013,96;54158,328;"Administração, defesa, educação e saúde públicas e seguridade social"
"812";2207306;8643,1;35134,219;"Administração, defesa, educação e saúde públicas e seguridade social"
"813";2207355;8192,99;27307,244;"Administração, defesa, educação e saúde públicas e seguridade social"
"814";2207405;14312,04;71087,879;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"815";2207504;6810,07;97349,904;"Administração, defesa, educação e saúde públicas e seguridade social"
"816";2207553;8578,34;33335,422;"Administração, defesa, educação e saúde públicas e seguridade social"
"817";2207603;7629,27;80969,433;"Administração, defesa, educação e saúde públicas e seguridade social"
"818";2207702;13534,25;2037540,021;"Demais serviços"
"819";2207751;7853,59;35341,141;"Administração, defesa, educação e saúde públicas e seguridade social"
"820";2207777;7230,59;45465,972;"Administração, defesa, educação e saúde públicas e seguridade social"
"821";2207793;6122,5;24336,94;"Administração, defesa, educação e saúde públicas e seguridade social"
"822";2207801;9520,24;192232,639;"Administração, defesa, educação e saúde públicas e seguridade social"
"823";2207850;7676,3;27811,238;"Administração, defesa, educação e saúde públicas e seguridade social"
"824";2207900;7596,27;289623,079;"Administração, defesa, educação e saúde públicas e seguridade social"
"825";2207934;8416,55;20999,286;"Administração, defesa, educação e saúde públicas e seguridade social"
"826";2207959;7668,97;32991,913;"Administração, defesa, educação e saúde públicas e seguridade social"
"827";2208007;18531,43;1425585,848;"Demais serviços"
"828";2208106;6701,99;79988,206;"Administração, defesa, educação e saúde públicas e seguridade social"
"829";2208205;7408,7;134282,61;"Administração, defesa, educação e saúde públicas e seguridade social"
"830";2208304;9195,58;260345,383;"Administração, defesa, educação e saúde públicas e seguridade social"
"831";2208403;10475,51;657160,43;"Administração, defesa, educação e saúde públicas e seguridade social"
"832";2208502;6544,36;80875,198;"Administração, defesa, educação e saúde públicas e seguridade social"
"833";2208551;8520,42;22698,408;"Administração, defesa, educação e saúde públicas e seguridade social"
"834";2208601;7104,01;22043,747;"Administração, defesa, educação e saúde públicas e seguridade social"
"835";2208650;7724,48;68299,864;"Administração, defesa, educação e saúde públicas e seguridade social"
"836";2208700;7807,64;67411,154;"Administração, defesa, educação e saúde públicas e seguridade social"
"837";2208809;8909,6;157682,058;"Administração, defesa, educação e saúde públicas e seguridade social"
"838";2208858;8277,65;35146,903;"Administração, defesa, educação e saúde públicas e seguridade social"
"839";2208874;25268,13;111255,568;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"840";2208908;48076,94;346827,078;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"841";2209005;7058,55;44687,693;"Administração, defesa, educação e saúde públicas e seguridade social"
"842";2209104;7973,41;48956,728;"Administração, defesa, educação e saúde públicas e seguridade social"
"843";2209153;8248,29;32597,226;"Administração, defesa, educação e saúde públicas e seguridade social"
"844";2209203;34627,48;213166,771;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"845";2209302;7963;45874,819;"Administração, defesa, educação e saúde públicas e seguridade social"
"846";2209351;7178,07;32724,809;"Administração, defesa, educação e saúde públicas e seguridade social"
"847";2209377;6922,08;35821,739;"Administração, defesa, educação e saúde públicas e seguridade social"
"848";2209401;9225,25;58165,193;"Administração, defesa, educação e saúde públicas e seguridade social"
"849";2209450;6114,28;12992,839;"Administração, defesa, educação e saúde públicas e seguridade social"
"850";2209500;7340,05;27385,736;"Administração, defesa, educação e saúde públicas e seguridade social"
"851";2209559;6375,15;27904,021;"Administração, defesa, educação e saúde públicas e seguridade social"
"852";2209609;8347,67;24216,592;"Administração, defesa, educação e saúde públicas e seguridade social"
"853";2209658;6904,42;39058,314;"Administração, defesa, educação e saúde públicas e seguridade social"
"854";2209708;7600,49;48065,522;"Administração, defesa, educação e saúde públicas e seguridade social"
"855";2209757;9616,43;28733,886;"Administração, defesa, educação e saúde públicas e seguridade social"
"856";2209807;7167,87;35344,756;"Administração, defesa, educação e saúde públicas e seguridade social"
"857";2209856;7159,66;32461,891;"Administração, defesa, educação e saúde públicas e seguridade social"
"858";2209872;7493,83;44498,372;"Administração, defesa, educação e saúde públicas e seguridade social"
"859";2209906;7777,26;47052,434;"Administração, defesa, educação e saúde públicas e seguridade social"
"860";2209955;6264;29829,162;"Administração, defesa, educação e saúde públicas e seguridade social"
"861";2209971;5910,73;46381,524;"Administração, defesa, educação e saúde públicas e seguridade social"
"862";2210003;10652,35;215795,364;"Administração, defesa, educação e saúde públicas e seguridade social"
"863";2210052;8627,17;45378,913;"Administração, defesa, educação e saúde públicas e seguridade social"
"864";2210102;8793,97;32440,956;"Administração, defesa, educação e saúde públicas e seguridade social"
"865";2210201;7873,15;51978,518;"Administração, defesa, educação e saúde públicas e seguridade social"
"866";2210300;7025,78;43988,434;"Administração, defesa, educação e saúde públicas e seguridade social"
"867";2210359;6643,96;29904,455;"Administração, defesa, educação e saúde públicas e seguridade social"
"868";2210375;6624,34;17236,53;"Administração, defesa, educação e saúde públicas e seguridade social"
"869";2210383;8409,06;20291,062;"Administração, defesa, educação e saúde públicas e seguridade social"
"870";2210391;7862,29;23516,118;"Administração, defesa, educação e saúde públicas e seguridade social"
"871";2210409;6971,17;121263,558;"Administração, defesa, educação e saúde públicas e seguridade social"
"872";2210508;7302,46;102643,363;"Administração, defesa, educação e saúde públicas e seguridade social"
"873";2210607;11955,03;407774,266;"Administração, defesa, educação e saúde públicas e seguridade social"
"874";2210623;10254,3;35079,954;"Administração, defesa, educação e saúde públicas e seguridade social"
"875";2210631;29192,12;123307,526;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"876";2210656;6252,92;61778,858;"Administração, defesa, educação e saúde públicas e seguridade social"
"877";2210706;32220,27;463907,413;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"878";2210805;10605,66;132443,501;"Administração, defesa, educação e saúde públicas e seguridade social"
"879";2210904;7438,05;33471,232;"Administração, defesa, educação e saúde públicas e seguridade social"
"880";2210938;7295,99;48241,056;"Administração, defesa, educação e saúde públicas e seguridade social"
"881";2210953;7636,13;21915,693;"Administração, defesa, educação e saúde públicas e seguridade social"
"882";2210979;9965,84;27097,106;"Administração, defesa, educação e saúde públicas e seguridade social"
"883";2211001;22481,67;19113869,984;"Demais serviços"
"884";2211100;7742,13;338803,335;"Administração, defesa, educação e saúde públicas e seguridade social"
"885";2211209;59528,58;1261291,624;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"886";2211308;10862,53;223637,704;"Administração, defesa, educação e saúde públicas e seguridade social"
"887";2211357;7127,94;34734,449;"Administração, defesa, educação e saúde públicas e seguridade social"
"888";2211407;7148,74;30918,286;"Administração, defesa, educação e saúde públicas e seguridade social"
"889";2211506;7950,5;24082,059;"Administração, defesa, educação e saúde públicas e seguridade social"
"890";2211605;9829,32;28809,727;"Administração, defesa, educação e saúde públicas e seguridade social"
"891";2211704;7152,49;31399,424;"Administração, defesa, educação e saúde públicas e seguridade social"
"892";2300101;8009,04;92944,95;"Administração, defesa, educação e saúde públicas e seguridade social"
"893";2300150;9069,38;150034,739;"Administração, defesa, educação e saúde públicas e seguridade social"
"894";2300200;10192,64;633971,775;"Administração, defesa, educação e saúde públicas e seguridade social"
"895";2300309;7405,32;396717,701;"Administração, defesa, educação e saúde públicas e seguridade social"
"896";2300408;6087,34;104665,728;"Administração, defesa, educação e saúde públicas e seguridade social"
"897";2300507;6046,05;69281,633;"Administração, defesa, educação e saúde públicas e seguridade social"
"898";2300606;7097,93;53085,383;"Administração, defesa, educação e saúde públicas e seguridade social"
"899";2300705;8559,7;145309,445;"Administração, defesa, educação e saúde públicas e seguridade social"
"900";2300754;10053,44;431302,515;"Administração, defesa, educação e saúde públicas e seguridade social"
"901";2300804;7951,26;57869,284;"Administração, defesa, educação e saúde públicas e seguridade social"
"902";2300903;7789,08;114647,472;"Administração, defesa, educação e saúde públicas e seguridade social"
"903";2301000;27870,84;2205363,772;"Demais serviços"
"904";2301109;17321,75;1275383,102;"Demais serviços"
"905";2301208;7805,27;205036,768;"Administração, defesa, educação e saúde públicas e seguridade social"
"906";2301257;7272,85;78714,067;"Administração, defesa, educação e saúde públicas e seguridade social"
"907";2301307;7566,39;161905,627;"Administração, defesa, educação e saúde públicas e seguridade social"
"908";2301406;13199,26;148412,447;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"909";2301505;6858,65;53339,72;"Administração, defesa, educação e saúde públicas e seguridade social"
"910";2301604;9420,95;219074,667;"Administração, defesa, educação e saúde públicas e seguridade social"
"911";2301703;7950,64;194758,782;"Administração, defesa, educação e saúde públicas e seguridade social"
"912";2301802;7333,23;45671,369;"Administração, defesa, educação e saúde públicas e seguridade social"
"913";2301851;9157,88;165089,085;"Administração, defesa, educação e saúde públicas e seguridade social"
"914";2301901;15488,08;926357,391;"Demais serviços"
"915";2301950;7862,7;164943,743;"Administração, defesa, educação e saúde públicas e seguridade social"
"916";2302008;8004,62;179623,713;"Administração, defesa, educação e saúde públicas e seguridade social"
"917";2302057;6891,82;102550,354;"Administração, defesa, educação e saúde públicas e seguridade social"
"918";2302107;10421,66;368415,96;"Administração, defesa, educação e saúde públicas e seguridade social"
"919";2302206;15037,31;798631,29;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"920";2302305;7386,38;239156,16;"Administração, defesa, educação e saúde públicas e seguridade social"
"921";2302404;7484,99;404556,337;"Administração, defesa, educação e saúde públicas e seguridade social"
"922";2302503;12106,25;591148,164;"Administração, defesa, educação e saúde públicas e seguridade social"
"923";2302602;10535,09;663552,411;"Administração, defesa, educação e saúde públicas e seguridade social"
"924";2302701;8299,29;225815,481;"Administração, defesa, educação e saúde públicas e seguridade social"
"925";2302800;9206,89;713662,633;"Administração, defesa, educação e saúde públicas e seguridade social"
"926";2302909;8397,85;148373,282;"Administração, defesa, educação e saúde públicas e seguridade social"
"927";2303006;5684,15;126870,254;"Administração, defesa, educação e saúde públicas e seguridade social"
"928";2303105;7562,09;141108,6;"Administração, defesa, educação e saúde públicas e seguridade social"
"929";2303204;7427,01;199727,24;"Administração, defesa, educação e saúde públicas e seguridade social"
"930";2303303;7375,11;138681,574;"Administração, defesa, educação e saúde públicas e seguridade social"
"931";2303402;6785,52;119635,568;"Administração, defesa, educação e saúde públicas e seguridade social"
"932";2303501;12605,08;895956,654;"Demais serviços"
"933";2303600;5451,43;111487,114;"Administração, defesa, educação e saúde públicas e seguridade social"
"934";2303659;8277,71;85798,492;"Administração, defesa, educação e saúde públicas e seguridade social"
"935";2303709;16178,9;5860369,779;"Demais serviços"
"936";2303808;7493,12;187800,124;"Administração, defesa, educação e saúde públicas e seguridade social"
"937";2303907;7126,75;92305,606;"Administração, defesa, educação e saúde públicas e seguridade social"
"938";2303931;6249,33;83641,039;"Administração, defesa, educação e saúde públicas e seguridade social"
"939";2303956;13965,85;268102,498;"Administração, defesa, educação e saúde públicas e seguridade social"
"940";2304004;6507,31;150364,388;"Administração, defesa, educação e saúde públicas e seguridade social"
"941";2304103;10013,53;745267,064;"Demais serviços"
"942";2304202;11772,7;1537561,923;"Demais serviços"
"943";2304236;7358,18;131520,102;"Administração, defesa, educação e saúde públicas e seguridade social"
"944";2304251;9583,47;229840,402;"Administração, defesa, educação e saúde públicas e seguridade social"
"945";2304269;7018,79;66825,865;"Administração, defesa, educação e saúde públicas e seguridade social"
"946";2304277;7303,27;52313,291;"Administração, defesa, educação e saúde públicas e seguridade social"
"947";2304285;56121,51;2955751,426;"Demais serviços"
"948";2304301;10404,89;194779,484;"Administração, defesa, educação e saúde públicas e seguridade social"
"949";2304350;8682,12;208778,92;"Administração, defesa, educação e saúde públicas e seguridade social"
"950";2304400;23436,66;61579403,172;"Demais serviços"
"951";2304459;9685,71;157605,824;"Administração, defesa, educação e saúde públicas e seguridade social"
"952";2304509;18297,95;250114,668;"Indústrias de transformação"
"953";2304608;7667,45;53074,108;"Administração, defesa, educação e saúde públicas e seguridade social"
"954";2304657;6272,26;96009,463;"Administração, defesa, educação e saúde públicas e seguridade social"
"955";2304707;6763,1;367675,693;"Administração, defesa, educação e saúde públicas e seguridade social"
"956";2304806;8727,09;38617,367;"Administração, defesa, educação e saúde públicas e seguridade social"
"957";2304905;7073,7;77895,627;"Administração, defesa, educação e saúde públicas e seguridade social"
"958";2304954;7945,16;209204,061;"Administração, defesa, educação e saúde públicas e seguridade social"
"959";2305001;11415,44;450282,022;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"960";2305100;17411,43;61758,331;"Administração, defesa, educação e saúde públicas e seguridade social"
"961";2305209;7082,71;143177,024;"Administração, defesa, educação e saúde públicas e seguridade social"
"962";2305233;24220,46;1596806,574;"Indústrias de transformação"
"963";2305266;7210,05;95302,449;"Administração, defesa, educação e saúde públicas e seguridade social"
"964";2305308;9388,09;233059,252;"Administração, defesa, educação e saúde públicas e seguridade social"
"965";2305332;7524,29;92924,99;"Administração, defesa, educação e saúde públicas e seguridade social"
"966";2305357;14129,07;278130,72;"Administração, defesa, educação e saúde públicas e seguridade social"
"967";2305407;8289,27;559409,869;"Administração, defesa, educação e saúde públicas e seguridade social"
"968";2305506;14637,05;1501965,86;"Demais serviços"
"969";2305605;8876,68;230500,768;"Administração, defesa, educação e saúde públicas e seguridade social"
"970";2305654;6866,37;78956,394;"Administração, defesa, educação e saúde públicas e seguridade social"
"971";2305704;8328,03;102842,877;"Administração, defesa, educação e saúde públicas e seguridade social"
"972";2305803;9098,84;378293,399;"Administração, defesa, educação e saúde públicas e seguridade social"
"973";2305902;6557,61;248507,184;"Administração, defesa, educação e saúde públicas e seguridade social"
"974";2306009;10011,63;141414,219;"Administração, defesa, educação e saúde públicas e seguridade social"
"975";2306108;7054,84;168314,396;"Administração, defesa, educação e saúde públicas e seguridade social"
"976";2306207;9000,96;69649,467;"Administração, defesa, educação e saúde públicas e seguridade social"
"977";2306256;16879,25;663523,131;"Demais serviços"
"978";2306306;10587,34;549959,434;"Administração, defesa, educação e saúde públicas e seguridade social"
"979";2306405;12239,16;1560065,114;"Administração, defesa, educação e saúde públicas e seguridade social"
"980";2306504;6750,24;135099,332;"Administração, defesa, educação e saúde públicas e seguridade social"
"981";2306553;18676,21;770020,183;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"982";2306603;6310,24;130464,174;"Administração, defesa, educação e saúde públicas e seguridade social"
"983";2306702;8348,39;149920,407;"Administração, defesa, educação e saúde públicas e seguridade social"
"984";2306801;11538,97;130332,665;"Administração, defesa, educação e saúde públicas e seguridade social"
"985";2306900;14845,88;511410,878;"Demais serviços"
"986";2307007;11972,22;403942,653;"Administração, defesa, educação e saúde públicas e seguridade social"
"987";2307106;7175,95;194296,081;"Administração, defesa, educação e saúde públicas e seguridade social"
"988";2307205;11532,31;90494,039;"Administração, defesa, educação e saúde públicas e seguridade social"
"989";2307254;15896,76;310145,761;"Demais serviços"
"990";2307304;16375,01;4427525,372;"Demais serviços"
"991";2307403;7617,23;187360,939;"Administração, defesa, educação e saúde públicas e seguridade social"
"992";2307502;7950,76;249137,115;"Administração, defesa, educação e saúde públicas e seguridade social"
"993";2307601;15562,57;916868,662;"Demais serviços"
"994";2307635;7045,75;139505,816;"Administração, defesa, educação e saúde públicas e seguridade social"
"995";2307650;37977,92;8537587,909;"Indústrias de transformação"
"996";2307700;10814,52;1367885,326;"Administração, defesa, educação e saúde públicas e seguridade social"
"997";2307809;11565,25;312042,009;"Administração, defesa, educação e saúde públicas e seguridade social"
"998";2307908;6983,49;77391,074;"Administração, defesa, educação e saúde públicas e seguridade social"
"999";2308005;6696,51;255873,631;"Administração, defesa, educação e saúde públicas e seguridade social"
"1000";2308104;7971,96;371078,692;"Administração, defesa, educação e saúde públicas e seguridade social"
"1001";2308203;6454,68;96484,606;"Administração, defesa, educação e saúde públicas e seguridade social"
"1002";2308302;7893,49;222841,086;"Administração, defesa, educação e saúde públicas e seguridade social"
"1003";2308351;9630,81;126510,273;"Administração, defesa, educação e saúde públicas e seguridade social"
"1004";2308377;6389,42;86787,492;"Administração, defesa, educação e saúde públicas e seguridade social"
"1005";2308401;17407,05;616366,276;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1006";2308500;7280,24;318401,202;"Administração, defesa, educação e saúde públicas e seguridade social"
"1007";2308609;7428,09;126559,738;"Administração, defesa, educação e saúde públicas e seguridade social"
"1008";2308708;13684,72;842266,933;"Administração, defesa, educação e saúde públicas e seguridade social"
"1009";2308807;7258,85;62687,436;"Administração, defesa, educação e saúde públicas e seguridade social"
"1010";2308906;6655,15;147890,836;"Administração, defesa, educação e saúde públicas e seguridade social"
"1011";2309003;6730,34;96762,109;"Administração, defesa, educação e saúde públicas e seguridade social"
"1012";2309102;9761,49;125249,685;"Administração, defesa, educação e saúde públicas e seguridade social"
"1013";2309201;9136,83;141008,716;"Administração, defesa, educação e saúde públicas e seguridade social"
"1014";2309300;8504,63;272445,896;"Administração, defesa, educação e saúde públicas e seguridade social"
"1015";2309409;7489,11;212338,8;"Administração, defesa, educação e saúde públicas e seguridade social"
"1016";2309458;6783,27;172254,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"1017";2309508;8515,81;181318,605;"Administração, defesa, educação e saúde públicas e seguridade social"
"1018";2309607;15007,81;1064218,847;"Demais serviços"
"1019";2309706;12504,37;1035662,302;"Indústrias de transformação"
"1020";2309805;13845,42;165591,224;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1021";2309904;7674,77;47598,924;"Administração, defesa, educação e saúde públicas e seguridade social"
"1022";2310001;8288,28;76956,709;"Administração, defesa, educação e saúde públicas e seguridade social"
"1023";2310100;7676,33;100905,351;"Administração, defesa, educação e saúde públicas e seguridade social"
"1024";2310209;14037,33;475781,19;"Administração, defesa, educação e saúde públicas e seguridade social"
"1025";2310258;10981,12;357051,002;"Administração, defesa, educação e saúde públicas e seguridade social"
"1026";2310308;6575,77;204749,81;"Administração, defesa, educação e saúde públicas e seguridade social"
"1027";2310407;8276,79;95828,722;"Administração, defesa, educação e saúde públicas e seguridade social"
"1028";2310506;6580,92;281933,112;"Administração, defesa, educação e saúde públicas e seguridade social"
"1029";2310605;11986,57;107351,725;"Administração, defesa, educação e saúde públicas e seguridade social"
"1030";2310704;10923,12;404996,631;"Administração, defesa, educação e saúde públicas e seguridade social"
"1031";2310803;19536,99;315776,311;"Demais serviços"
"1032";2310852;10708,89;221074,355;"Administração, defesa, educação e saúde públicas e seguridade social"
"1033";2310902;7313,33;122359,305;"Administração, defesa, educação e saúde públicas e seguridade social"
"1034";2310951;5295,28;57104,247;"Administração, defesa, educação e saúde públicas e seguridade social"
"1035";2311009;6359,77;77862,647;"Administração, defesa, educação e saúde públicas e seguridade social"
"1036";2311108;9151,44;136548,6;"Administração, defesa, educação e saúde públicas e seguridade social"
"1037";2311207;8685,18;94824,832;"Administração, defesa, educação e saúde públicas e seguridade social"
"1038";2311231;8485,79;53935,688;"Administração, defesa, educação e saúde públicas e seguridade social"
"1039";2311264;8001,42;166909,579;"Administração, defesa, educação e saúde públicas e seguridade social"
"1040";2311306;10822,44;937277,308;"Demais serviços"
"1041";2311355;8568,28;127324,623;"Administração, defesa, educação e saúde públicas e seguridade social"
"1042";2311405;13194,2;1037829,776;"Administração, defesa, educação e saúde públicas e seguridade social"
"1043";2311504;17495,75;382737,127;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1044";2311603;12223,59;335427,533;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1045";2311702;10157;190636,692;"Administração, defesa, educação e saúde públicas e seguridade social"
"1046";2311801;14767,19;1129320,834;"Demais serviços"
"1047";2311900;8256,48;129445,038;"Administração, defesa, educação e saúde públicas e seguridade social"
"1048";2311959;7229,88;118071,102;"Administração, defesa, educação e saúde públicas e seguridade social"
"1049";2312007;6679,16;213886,605;"Administração, defesa, educação e saúde públicas e seguridade social"
"1050";2312106;7589,72;132736,536;"Administração, defesa, educação e saúde públicas e seguridade social"
"1051";2312205;10242,55;444116,848;"Administração, defesa, educação e saúde públicas e seguridade social"
"1052";2312304;10185,47;475132,011;"Administração, defesa, educação e saúde públicas e seguridade social"
"1053";2312403;63842,84;3081374,495;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1054";2312502;12403,63;94528,071;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1055";2312601;7478,05;96085,487;"Administração, defesa, educação e saúde públicas e seguridade social"
"1056";2312700;11910,27;314990,799;"Administração, defesa, educação e saúde públicas e seguridade social"
"1057";2312809;6615,52;49702,406;"Administração, defesa, educação e saúde públicas e seguridade social"
"1058";2312908;21679,33;4455730,998;"Demais serviços"
"1059";2313005;10101,71;183426,819;"Administração, defesa, educação e saúde públicas e seguridade social"
"1060";2313104;10838,34;330450,057;"Demais serviços"
"1061";2313203;7880,91;201160,16;"Administração, defesa, educação e saúde públicas e seguridade social"
"1062";2313252;8078,1;71507,381;"Administração, defesa, educação e saúde públicas e seguridade social"
"1063";2313302;10246,73;595529,58;"Administração, defesa, educação e saúde públicas e seguridade social"
"1064";2313351;5832,05;110237,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"1065";2313401;16701,77;1247939,234;"Demais serviços"
"1066";2313500;11934,62;658874,378;"Administração, defesa, educação e saúde públicas e seguridade social"
"1067";2313559;6354,14;101253,156;"Administração, defesa, educação e saúde públicas e seguridade social"
"1068";2313609;14825,53;508990,174;"Administração, defesa, educação e saúde públicas e seguridade social"
"1069";2313708;6398,38;49081,952;"Administração, defesa, educação e saúde públicas e seguridade social"
"1070";2313757;7051,93;138774,924;"Administração, defesa, educação e saúde públicas e seguridade social"
"1071";2313807;21000,84;453807,226;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1072";2313906;10855,91;148476,305;"Administração, defesa, educação e saúde públicas e seguridade social"
"1073";2313955;13911,36;253729,327;"Agricultura, inclusive apoio à agricultura e a pós colheita"
"1074";2314003;8593,32;347513,699;"Administração, defesa, educação e saúde públicas e seguridade social"
"1075";2314102;6886,72;413410,006;"Administração, defesa, educação e saúde públicas e seguridade social"
"1076";2400109;10508,72;119095,283;"Administração, defesa, educação e saúde públicas e seguridade social"
"1077";2400208;15364,85;893973,236;"Demais serviços"
"1078";2400307;8556,54;95927,386;"Administração, defesa, educação e saúde públicas e seguridade social"
"1079";2400406;7818,76;25489,168;"Administração, defesa, educação e saúde públicas e seguridade social"
"1080";2400505;9054,32;125194,136;"Administração, defesa, educação e saúde públicas e seguridade social"
"1081";2400604;7424,23;36037,234;"Administração, defesa, educação e saúde públicas e seguridade social"
"1082";2400703;28772,81;413321,406;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1083";2400802;10576,46;125955,104;"Administração, defesa, educação e saúde públicas e seguridade social"
"1084";2400901;7304,95;52865,943;"Administração, defesa, educação e saúde públicas e seguridade social"
"1085";2401008;12973,9;471250,849;"Administração, defesa, educação e saúde públicas e seguridade social"
"1086";2401107;20498,86;561689,156;"Demais serviços"
"1087";2401206;25320,79;362264,546;"Produção florestal, pesca e aquicultura"
"1088";2401305;8549,46;83511,113;"Administração, defesa, educação e saúde públicas e seguridade social"
"1089";2401404;14474,61;134744,145;"Administração, defesa, educação e saúde públicas e seguridade social"
"1090";2401453;18048,76;506899,527;"Administração, defesa, educação e saúde públicas e seguridade social"
"1091";2401503;8680,27;35276,629;"Administração, defesa, educação e saúde públicas e seguridade social"
"1092";2401602;8284,72;45789,631;"Administração, defesa, educação e saúde públicas e seguridade social"
"1093";2401651;96049,41;221585,985;"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
"1094";2401701;7867,16;80669,875;"Administração, defesa, educação e saúde públicas e seguridade social"
"1095";2401800;11896,03;151317,554;"Administração, defesa, educação e saúde públicas e seguridade social"
"1096";2401859;10478,59;69410,183;"Administração, defesa, educação e saúde públicas e seguridade social"
"1097";2401909;9088,32;33445,029;"Administração, defesa, educação e saúde públicas e seguridade social"
"1098";2402006;16784,75;1145089,488;"Demais serviços"
"1099";2402105;6896,44;77543,531;"Administração, defesa, educação e saúde públicas e seguridade social"
"1100";2402204;13969,86;478705,134;"Administração, defesa, educação e saúde públicas e seguridade social"
"1101";2402303;14679,06;303959,309;"Administração, defesa, educação e saúde públicas e seguridade social"
"1102";2402402;9864,36;80769,382;"Administração, defesa, educação e saúde públicas e seguridade social"
